away,awayScore,date,gamePk,gameType,home,homeScore,season
Calgary Flames,0,2018-10-29,2018020165,R,Toronto Maple Leafs,0,20182019
Minnesota Wild,0,2018-10-29,2018020166,R,Vancouver Canucks,0,20182019
Calgary Flames,0,2018-10-30,2018020167,R,Buffalo Sabres,0,20182019
New York Islanders,0,2018-10-30,2018020168,R,Pittsburgh Penguins,0,20182019
Boston Bruins,0,2018-10-30,2018020169,R,Carolina Hurricanes,0,20182019
Detroit Red Wings,0,2018-10-30,2018020170,R,Columbus Blue Jackets,0,20182019
Dallas Stars,0,2018-10-30,2018020171,R,Montréal Canadiens,0,20182019
New Jersey Devils,0,2018-10-30,2018020172,R,Tampa Bay Lightning,0,20182019
Vegas Golden Knights,0,2018-10-30,2018020173,R,Nashville Predators,0,20182019
Minnesota Wild,0,2018-10-30,2018020174,R,Edmonton Oilers,0,20182019
Ottawa Senators,0,2018-10-30,2018020175,R,Arizona Coyotes,0,20182019
Philadelphia Flyers,0,2018-10-30,2018020176,R,Anaheim Ducks,0,20182019
New York Rangers,0,2018-10-30,2018020177,R,San Jose Sharks,0,20182019
Chicago Blackhawks,0,2018-10-31,2018020178,R,Vancouver Canucks,0,20182019
Winnipeg Jets,0,2018-11-01,2018020180,R,Florida Panthers,0,20182019
Dallas Stars,0,2018-11-01,2018020179,R,Toronto Maple Leafs,0,20182019
Pittsburgh Penguins,0,2018-11-01,2018020181,R,New York Islanders,0,20182019
Washington Capitals,0,2018-11-01,2018020182,R,Montréal Canadiens,0,20182019
Buffalo Sabres,0,2018-11-01,2018020183,R,Ottawa Senators,0,20182019
New Jersey Devils,0,2018-11-01,2018020184,R,Detroit Red Wings,0,20182019
Nashville Predators,0,2018-11-01,2018020185,R,Tampa Bay Lightning,0,20182019
Vegas Golden Knights,0,2018-11-01,2018020186,R,St. Louis Blues,0,20182019
Colorado Avalanche,0,2018-11-01,2018020187,R,Calgary Flames,0,20182019
Chicago Blackhawks,0,2018-11-01,2018020188,R,Edmonton Oilers,0,20182019
New York Rangers,0,2018-11-01,2018020189,R,Anaheim Ducks,0,20182019
Philadelphia Flyers,0,2018-11-01,2018020190,R,Los Angeles Kings,0,20182019
Columbus Blue Jackets,0,2018-11-01,2018020191,R,San Jose Sharks,0,20182019
Florida Panthers,0,2018-11-02,2018020192,R,Winnipeg Jets,0,20182019
Colorado Avalanche,0,2018-11-02,2018020193,R,Vancouver Canucks,0,20182019
Carolina Hurricanes,0,2018-11-02,2018020194,R,Arizona Coyotes,0,20182019
Ottawa Senators,0,2018-11-03,2018020195,R,Buffalo Sabres,0,20182019
Tampa Bay Lightning,0,2018-11-03,2018020196,R,Montréal Canadiens,0,20182019
Edmonton Oilers,0,2018-11-03,2018020197,R,Detroit Red Wings,0,20182019
New Jersey Devils,0,2018-11-03,2018020198,R,New York Islanders,0,20182019
Toronto Maple Leafs,0,2018-11-03,2018020199,R,Pittsburgh Penguins,0,20182019
Dallas Stars,0,2018-11-03,2018020200,R,Washington Capitals,0,20182019
Minnesota Wild,0,2018-11-03,2018020201,R,St. Louis Blues,0,20182019
Boston Bruins,0,2018-11-03,2018020202,R,Nashville Predators,0,20182019
Chicago Blackhawks,0,2018-11-03,2018020203,R,Calgary Flames,0,20182019
Carolina Hurricanes,0,2018-11-03,2018020204,R,Vegas Golden Knights,0,20182019
Columbus Blue Jackets,0,2018-11-03,2018020205,R,Los Angeles Kings,0,20182019
Philadelphia Flyers,0,2018-11-03,2018020206,R,San Jose Sharks,0,20182019
Tampa Bay Lightning,0,2018-11-04,2018020207,R,Ottawa Senators,0,20182019
Buffalo Sabres,0,2018-11-04,2018020208,R,New York Rangers,0,20182019
Columbus Blue Jackets,0,2018-11-04,2018020209,R,Anaheim Ducks,0,20182019
Dallas Stars,0,2018-11-05,2018020210,R,Boston Bruins,0,20182019
Montréal Canadiens,0,2018-11-05,2018020211,R,New York Islanders,0,20182019
New Jersey Devils,0,2018-11-05,2018020212,R,Pittsburgh Penguins,0,20182019
Edmonton Oilers,0,2018-11-05,2018020213,R,Washington Capitals,0,20182019
Philadelphia Flyers,0,2018-11-05,2018020214,R,Arizona Coyotes,0,20182019
Vegas Golden Knights,0,2018-11-06,2018020215,R,Toronto Maple Leafs,0,20182019
Montréal Canadiens,0,2018-11-06,2018020216,R,New York Rangers,0,20182019
Dallas Stars,0,2018-11-06,2018020217,R,Columbus Blue Jackets,0,20182019
New Jersey Devils,0,2018-11-06,2018020218,R,Ottawa Senators,0,20182019
Vancouver Canucks,0,2018-11-06,2018020219,R,Detroit Red Wings,0,20182019
Edmonton Oilers,0,2018-11-06,2018020220,R,Tampa Bay Lightning,0,20182019
Carolina Hurricanes,0,2018-11-06,2018020221,R,St. Louis Blues,0,20182019
Anaheim Ducks,0,2018-11-06,2018020222,R,Los Angeles Kings,0,20182019
Minnesota Wild,0,2018-11-06,2018020223,R,San Jose Sharks,0,20182019
Pittsburgh Penguins,0,2018-11-07,2018020224,R,Washington Capitals,0,20182019
Nashville Predators,0,2018-11-07,2018020225,R,Colorado Avalanche,0,20182019
Calgary Flames,0,2018-11-07,2018020226,R,Anaheim Ducks,0,20182019
Vancouver Canucks,0,2018-11-08,2018020227,R,Boston Bruins,0,20182019
Edmonton Oilers,0,2018-11-08,2018020228,R,Florida Panthers,0,20182019
Arizona Coyotes,0,2018-11-08,2018020229,R,Philadelphia Flyers,0,20182019
Buffalo Sabres,0,2018-11-08,2018020230,R,Montréal Canadiens,0,20182019
Vegas Golden Knights,0,2018-11-08,2018020231,R,Ottawa Senators,0,20182019
New York Islanders,0,2018-11-08,2018020232,R,Tampa Bay Lightning,0,20182019
Carolina Hurricanes,0,2018-11-08,2018020233,R,Chicago Blackhawks,0,20182019
San Jose Sharks,0,2018-11-08,2018020234,R,Dallas Stars,0,20182019
Minnesota Wild,0,2018-11-08,2018020235,R,Los Angeles Kings,0,20182019
New Jersey Devils,0,2018-11-09,2018020236,R,Toronto Maple Leafs,0,20182019
Columbus Blue Jackets,0,2018-11-09,2018020237,R,Washington Capitals,0,20182019
New York Rangers,0,2018-11-09,2018020238,R,Detroit Red Wings,0,20182019
San Jose Sharks,0,2018-11-09,2018020239,R,St. Louis Blues,0,20182019
Colorado Avalanche,0,2018-11-09,2018020240,R,Winnipeg Jets,0,20182019
Minnesota Wild,0,2018-11-09,2018020241,R,Anaheim Ducks,0,20182019
Vancouver Canucks,0,2018-11-10,2018020242,R,Buffalo Sabres,0,20182019
Chicago Blackhawks,0,2018-11-10,2018020243,R,Philadelphia Flyers,0,20182019
Nashville Predators,0,2018-11-10,2018020244,R,Dallas Stars,0,20182019
Toronto Maple Leafs,0,2018-11-10,2018020245,R,Boston Bruins,0,20182019
Vegas Golden Knights,0,2018-11-10,2018020246,R,Montréal Canadiens,0,20182019
Ottawa Senators,0,2018-11-10,2018020247,R,Tampa Bay Lightning,0,20182019
New York Islanders,0,2018-11-10,2018020248,R,Florida Panthers,0,20182019
Arizona Coyotes,0,2018-11-10,2018020249,R,Pittsburgh Penguins,0,20182019
Detroit Red Wings,0,2018-11-10,2018020250,R,Carolina Hurricanes,0,20182019
New York Rangers,0,2018-11-10,2018020251,R,Columbus Blue Jackets,0,20182019
Calgary Flames,0,2018-11-10,2018020252,R,Los Angeles Kings,0,20182019
Minnesota Wild,0,2018-11-11,2018020253,R,St. Louis Blues,0,20182019
Ottawa Senators,0,2018-11-11,2018020254,R,Florida Panthers,0,20182019
Arizona Coyotes,0,2018-11-11,2018020255,R,Washington Capitals,0,20182019
Vegas Golden Knights,0,2018-11-11,2018020256,R,Boston Bruins,0,20182019
New Jersey Devils,0,2018-11-11,2018020257,R,Winnipeg Jets,0,20182019
Calgary Flames,0,2018-11-11,2018020258,R,San Jose Sharks,0,20182019
Colorado Avalanche,0,2018-11-11,2018020259,R,Edmonton Oilers,0,20182019
Vancouver Canucks,0,2018-11-12,2018020260,R,New York Rangers,0,20182019
Chicago Blackhawks,0,2018-11-12,2018020261,R,Carolina Hurricanes,0,20182019
Columbus Blue Jackets,0,2018-11-12,2018020262,R,Dallas Stars,0,20182019
Nashville Predators,0,2018-11-12,2018020263,R,Anaheim Ducks,0,20182019
Pittsburgh Penguins,0,2018-11-13,2018020265,R,New Jersey Devils,0,20182019
Vancouver Canucks,0,2018-11-13,2018020266,R,New York Islanders,0,20182019
Florida Panthers,0,2018-11-13,2018020267,R,Philadelphia Flyers,0,20182019
Tampa Bay Lightning,0,2018-11-13,2018020264,R,Buffalo Sabres,0,20182019
Arizona Coyotes,0,2018-11-13,2018020268,R,Detroit Red Wings,0,20182019
Washington Capitals,0,2018-11-13,2018020269,R,Minnesota Wild,0,20182019
Montréal Canadiens,0,2018-11-13,2018020270,R,Edmonton Oilers,0,20182019
Toronto Maple Leafs,0,2018-11-13,2018020271,R,Los Angeles Kings,0,20182019
Nashville Predators,0,2018-11-13,2018020272,R,San Jose Sharks,0,20182019
St. Louis Blues,0,2018-11-14,2018020273,R,Chicago Blackhawks,0,20182019
Washington Capitals,0,2018-11-14,2018020274,R,Winnipeg Jets,0,20182019
Boston Bruins,0,2018-11-14,2018020275,R,Colorado Avalanche,0,20182019
Anaheim Ducks,0,2018-11-14,2018020276,R,Vegas Golden Knights,0,20182019
New York Rangers,0,2018-11-15,2018020277,R,New York Islanders,0,20182019
New Jersey Devils,0,2018-11-15,2018020278,R,Philadelphia Flyers,0,20182019
Tampa Bay Lightning,0,2018-11-15,2018020279,R,Pittsburgh Penguins,0,20182019
Florida Panthers,0,2018-11-15,2018020280,R,Columbus Blue Jackets,0,20182019
Detroit Red Wings,0,2018-11-15,2018020281,R,Ottawa Senators,0,20182019
Vancouver Canucks,0,2018-11-15,2018020282,R,Minnesota Wild,0,20182019
Montréal Canadiens,0,2018-11-15,2018020283,R,Calgary Flames,0,20182019
Nashville Predators,0,2018-11-15,2018020284,R,Arizona Coyotes,0,20182019
Toronto Maple Leafs,0,2018-11-15,2018020285,R,San Jose Sharks,0,20182019
Boston Bruins,0,2018-11-16,2018020286,R,Dallas Stars,0,20182019
Buffalo Sabres,0,2018-11-16,2018020287,R,Winnipeg Jets,0,20182019
Los Angeles Kings,0,2018-11-16,2018020288,R,Chicago Blackhawks,0,20182019
Washington Capitals,0,2018-11-16,2018020289,R,Colorado Avalanche,0,20182019
St. Louis Blues,0,2018-11-16,2018020290,R,Vegas Golden Knights,0,20182019
Toronto Maple Leafs,0,2018-11-16,2018020291,R,Anaheim Ducks,0,20182019
Detroit Red Wings,0,2018-11-17,2018020292,R,New Jersey Devils,0,20182019
Tampa Bay Lightning,0,2018-11-17,2018020293,R,Philadelphia Flyers,0,20182019
Buffalo Sabres,0,2018-11-17,2018020294,R,Minnesota Wild,0,20182019
Pittsburgh Penguins,0,2018-11-17,2018020295,R,Ottawa Senators,0,20182019
Florida Panthers,0,2018-11-17,2018020296,R,New York Rangers,0,20182019
Columbus Blue Jackets,0,2018-11-17,2018020297,R,Carolina Hurricanes,0,20182019
Montréal Canadiens,0,2018-11-17,2018020298,R,Vancouver Canucks,0,20182019
Los Angeles Kings,0,2018-11-17,2018020299,R,Nashville Predators,0,20182019
Boston Bruins,0,2018-11-17,2018020300,R,Arizona Coyotes,0,20182019
Edmonton Oilers,0,2018-11-17,2018020301,R,Calgary Flames,0,20182019
St. Louis Blues,0,2018-11-17,2018020302,R,San Jose Sharks,0,20182019
Dallas Stars,0,2018-11-18,2018020303,R,New York Islanders,0,20182019
New Jersey Devils,0,2018-11-18,2018020304,R,Carolina Hurricanes,0,20182019
Minnesota Wild,0,2018-11-18,2018020305,R,Chicago Blackhawks,0,20182019
Vegas Golden Knights,0,2018-11-18,2018020306,R,Edmonton Oilers,0,20182019
Colorado Avalanche,0,2018-11-18,2018020307,R,Anaheim Ducks,0,20182019
Columbus Blue Jackets,0,2018-11-19,2018020308,R,Toronto Maple Leafs,0,20182019
Dallas Stars,0,2018-11-19,2018020309,R,New York Rangers,0,20182019
Buffalo Sabres,0,2018-11-19,2018020310,R,Pittsburgh Penguins,0,20182019
Washington Capitals,0,2018-11-19,2018020311,R,Montréal Canadiens,0,20182019
Florida Panthers,0,2018-11-19,2018020312,R,Ottawa Senators,0,20182019
Los Angeles Kings,0,2018-11-19,2018020313,R,St. Louis Blues,0,20182019
Tampa Bay Lightning,0,2018-11-19,2018020314,R,Nashville Predators,0,20182019
Vegas Golden Knights,0,2018-11-19,2018020315,R,Calgary Flames,0,20182019
Winnipeg Jets,0,2018-11-19,2018020316,R,Vancouver Canucks,0,20182019
Edmonton Oilers,0,2018-11-20,2018020317,R,San Jose Sharks,0,20182019
Montréal Canadiens,0,2018-11-21,2018020319,R,New Jersey Devils,0,20182019
New York Islanders,0,2018-11-21,2018020320,R,New York Rangers,0,20182019
Dallas Stars,0,2018-11-21,2018020321,R,Pittsburgh Penguins,0,20182019
Chicago Blackhawks,0,2018-11-21,2018020322,R,Washington Capitals,0,20182019
Toronto Maple Leafs,0,2018-11-21,2018020323,R,Carolina Hurricanes,0,20182019
Philadelphia Flyers,0,2018-11-21,2018020318,R,Buffalo Sabres,0,20182019
Boston Bruins,0,2018-11-21,2018020324,R,Detroit Red Wings,0,20182019
Florida Panthers,0,2018-11-21,2018020325,R,Tampa Bay Lightning,0,20182019
St. Louis Blues,0,2018-11-21,2018020326,R,Nashville Predators,0,20182019
Ottawa Senators,0,2018-11-21,2018020327,R,Minnesota Wild,0,20182019
Vegas Golden Knights,0,2018-11-21,2018020328,R,Arizona Coyotes,0,20182019
Winnipeg Jets,0,2018-11-21,2018020329,R,Calgary Flames,0,20182019
Vancouver Canucks,0,2018-11-21,2018020330,R,Anaheim Ducks,0,20182019
Colorado Avalanche,0,2018-11-21,2018020331,R,Los Angeles Kings,0,20182019
New York Rangers,0,2018-11-23,2018020332,R,Philadelphia Flyers,0,20182019
Montréal Canadiens,0,2018-11-23,2018020333,R,Buffalo Sabres,0,20182019
New York Islanders,0,2018-11-23,2018020334,R,New Jersey Devils,0,20182019
Detroit Red Wings,0,2018-11-23,2018020335,R,Washington Capitals,0,20182019
Winnipeg Jets,0,2018-11-23,2018020336,R,Minnesota Wild,0,20182019
Edmonton Oilers,0,2018-11-23,2018020337,R,Anaheim Ducks,0,20182019
Calgary Flames,0,2018-11-23,2018020338,R,Vegas Golden Knights,0,20182019
Toronto Maple Leafs,0,2018-11-23,2018020339,R,Columbus Blue Jackets,0,20182019
Pittsburgh Penguins,0,2018-11-23,2018020340,R,Boston Bruins,0,20182019
Chicago Blackhawks,0,2018-11-23,2018020341,R,Tampa Bay Lightning,0,20182019
Florida Panthers,0,2018-11-23,2018020342,R,Carolina Hurricanes,0,20182019
Nashville Predators,0,2018-11-23,2018020343,R,St. Louis Blues,0,20182019
Ottawa Senators,0,2018-11-23,2018020344,R,Dallas Stars,0,20182019
Colorado Avalanche,0,2018-11-23,2018020345,R,Arizona Coyotes,0,20182019
Vancouver Canucks,0,2018-11-23,2018020346,R,San Jose Sharks,0,20182019
Washington Capitals,0,2018-11-24,2018020347,R,New York Rangers,0,20182019
Philadelphia Flyers,0,2018-11-24,2018020348,R,Toronto Maple Leafs,0,20182019
Boston Bruins,0,2018-11-24,2018020349,R,Montréal Canadiens,0,20182019
Buffalo Sabres,0,2018-11-24,2018020350,R,Detroit Red Wings,0,20182019
Chicago Blackhawks,0,2018-11-24,2018020351,R,Florida Panthers,0,20182019
Carolina Hurricanes,0,2018-11-24,2018020352,R,New York Islanders,0,20182019
Columbus Blue Jackets,0,2018-11-24,2018020353,R,Pittsburgh Penguins,0,20182019
Winnipeg Jets,0,2018-11-24,2018020354,R,St. Louis Blues,0,20182019
Dallas Stars,0,2018-11-24,2018020355,R,Colorado Avalanche,0,20182019
San Jose Sharks,0,2018-11-24,2018020356,R,Vegas Golden Knights,0,20182019
Vancouver Canucks,0,2018-11-24,2018020357,R,Los Angeles Kings,0,20182019
Calgary Flames,0,2018-11-25,2018020358,R,Arizona Coyotes,0,20182019
New Jersey Devils,0,2018-11-25,2018020359,R,Tampa Bay Lightning,0,20182019
Anaheim Ducks,0,2018-11-25,2018020360,R,Nashville Predators,0,20182019
Edmonton Oilers,0,2018-11-25,2018020361,R,Los Angeles Kings,0,20182019
Boston Bruins,0,2018-11-26,2018020362,R,Toronto Maple Leafs,0,20182019
New Jersey Devils,0,2018-11-26,2018020363,R,Florida Panthers,0,20182019
Washington Capitals,0,2018-11-26,2018020364,R,New York Islanders,0,20182019
Ottawa Senators,0,2018-11-26,2018020365,R,New York Rangers,0,20182019
Columbus Blue Jackets,0,2018-11-26,2018020366,R,Detroit Red Wings,0,20182019
San Jose Sharks,0,2018-11-27,2018020367,R,Buffalo Sabres,0,20182019
Ottawa Senators,0,2018-11-27,2018020368,R,Philadelphia Flyers,0,20182019
Carolina Hurricanes,0,2018-11-27,2018020369,R,Montréal Canadiens,0,20182019
Anaheim Ducks,0,2018-11-27,2018020370,R,Tampa Bay Lightning,0,20182019
Colorado Avalanche,0,2018-11-27,2018020371,R,Nashville Predators,0,20182019
Arizona Coyotes,0,2018-11-27,2018020372,R,Minnesota Wild,0,20182019
Pittsburgh Penguins,0,2018-11-27,2018020373,R,Winnipeg Jets,0,20182019
Vegas Golden Knights,0,2018-11-27,2018020374,R,Chicago Blackhawks,0,20182019
Dallas Stars,0,2018-11-27,2018020375,R,Edmonton Oilers,0,20182019
Los Angeles Kings,0,2018-11-27,2018020376,R,Vancouver Canucks,0,20182019
St. Louis Blues,0,2018-11-28,2018020377,R,Detroit Red Wings,0,20182019
Anaheim Ducks,0,2018-11-28,2018020378,R,Florida Panthers,0,20182019
San Jose Sharks,0,2018-11-28,2018020379,R,Toronto Maple Leafs,0,20182019
Dallas Stars,0,2018-11-28,2018020380,R,Calgary Flames,0,20182019
Pittsburgh Penguins,0,2018-11-28,2018020381,R,Colorado Avalanche,0,20182019
New York Islanders,0,2018-11-29,2018020382,R,Boston Bruins,0,20182019
Minnesota Wild,0,2018-11-29,2018020383,R,Columbus Blue Jackets,0,20182019
New York Rangers,0,2018-11-29,2018020384,R,Ottawa Senators,0,20182019
Buffalo Sabres,0,2018-11-29,2018020385,R,Tampa Bay Lightning,0,20182019
Arizona Coyotes,0,2018-11-29,2018020386,R,Nashville Predators,0,20182019
Chicago Blackhawks,0,2018-11-29,2018020387,R,Winnipeg Jets,0,20182019
Los Angeles Kings,0,2018-11-29,2018020388,R,Edmonton Oilers,0,20182019
Vegas Golden Knights,0,2018-11-29,2018020389,R,Vancouver Canucks,0,20182019
Buffalo Sabres,0,2018-11-30,2018020390,R,Florida Panthers,0,20182019
New Jersey Devils,0,2018-11-30,2018020391,R,Washington Capitals,0,20182019
Anaheim Ducks,0,2018-11-30,2018020392,R,Carolina Hurricanes,0,20182019
St. Louis Blues,0,2018-11-30,2018020393,R,Colorado Avalanche,0,20182019
Los Angeles Kings,0,2018-11-30,2018020394,R,Calgary Flames,0,20182019
San Jose Sharks,0,2018-12-01,2018020395,R,Ottawa Senators,0,20182019
Dallas Stars,0,2018-12-01,2018020396,R,Vancouver Canucks,0,20182019
Detroit Red Wings,0,2018-12-01,2018020397,R,Boston Bruins,0,20182019
New York Rangers,0,2018-12-01,2018020398,R,Montréal Canadiens,0,20182019
Tampa Bay Lightning,0,2018-12-01,2018020399,R,Florida Panthers,0,20182019
Winnipeg Jets,0,2018-12-01,2018020400,R,New Jersey Devils,0,20182019
Columbus Blue Jackets,0,2018-12-01,2018020401,R,New York Islanders,0,20182019
Philadelphia Flyers,0,2018-12-01,2018020402,R,Pittsburgh Penguins,0,20182019
Toronto Maple Leafs,0,2018-12-01,2018020403,R,Minnesota Wild,0,20182019
Chicago Blackhawks,0,2018-12-01,2018020404,R,Nashville Predators,0,20182019
St. Louis Blues,0,2018-12-01,2018020405,R,Arizona Coyotes,0,20182019
Vegas Golden Knights,0,2018-12-01,2018020406,R,Edmonton Oilers,0,20182019
Anaheim Ducks,0,2018-12-02,2018020407,R,Washington Capitals,0,20182019
Winnipeg Jets,0,2018-12-02,2018020408,R,New York Rangers,0,20182019
San Jose Sharks,0,2018-12-02,2018020409,R,Montréal Canadiens,0,20182019
Colorado Avalanche,0,2018-12-02,2018020410,R,Detroit Red Wings,0,20182019
Calgary Flames,0,2018-12-02,2018020411,R,Chicago Blackhawks,0,20182019
Carolina Hurricanes,0,2018-12-02,2018020412,R,Los Angeles Kings,0,20182019
Tampa Bay Lightning,0,2018-12-03,2018020413,R,New Jersey Devils,0,20182019
Buffalo Sabres,0,2018-12-03,2018020414,R,Nashville Predators,0,20182019
Edmonton Oilers,0,2018-12-03,2018020415,R,Dallas Stars,0,20182019
Boston Bruins,0,2018-12-04,2018020417,R,Florida Panthers,0,20182019
Winnipeg Jets,0,2018-12-04,2018020418,R,New York Islanders,0,20182019
Colorado Avalanche,0,2018-12-04,2018020419,R,Pittsburgh Penguins,0,20182019
Calgary Flames,0,2018-12-04,2018020420,R,Columbus Blue Jackets,0,20182019
Toronto Maple Leafs,0,2018-12-04,2018020416,R,Buffalo Sabres,0,20182019
Ottawa Senators,0,2018-12-04,2018020421,R,Montréal Canadiens,0,20182019
Tampa Bay Lightning,0,2018-12-04,2018020422,R,Detroit Red Wings,0,20182019
Minnesota Wild,0,2018-12-04,2018020423,R,Vancouver Canucks,0,20182019
Washington Capitals,0,2018-12-04,2018020424,R,Vegas Golden Knights,0,20182019
Arizona Coyotes,0,2018-12-04,2018020425,R,Los Angeles Kings,0,20182019
Edmonton Oilers,0,2018-12-05,2018020426,R,St. Louis Blues,0,20182019
Chicago Blackhawks,0,2018-12-05,2018020427,R,Anaheim Ducks,0,20182019
Carolina Hurricanes,0,2018-12-05,2018020428,R,San Jose Sharks,0,20182019
Detroit Red Wings,0,2018-12-06,2018020429,R,Toronto Maple Leafs,0,20182019
Colorado Avalanche,0,2018-12-06,2018020430,R,Florida Panthers,0,20182019
Columbus Blue Jackets,0,2018-12-06,2018020431,R,Philadelphia Flyers,0,20182019
New York Islanders,0,2018-12-06,2018020432,R,Pittsburgh Penguins,0,20182019
Montréal Canadiens,0,2018-12-06,2018020433,R,Ottawa Senators,0,20182019
Boston Bruins,0,2018-12-06,2018020434,R,Tampa Bay Lightning,0,20182019
Minnesota Wild,0,2018-12-06,2018020435,R,Calgary Flames,0,20182019
Washington Capitals,0,2018-12-06,2018020436,R,Arizona Coyotes,0,20182019
Nashville Predators,0,2018-12-06,2018020437,R,Vancouver Canucks,0,20182019
Chicago Blackhawks,0,2018-12-06,2018020438,R,Vegas Golden Knights,0,20182019
New Jersey Devils,0,2018-12-06,2018020439,R,Los Angeles Kings,0,20182019
San Jose Sharks,0,2018-12-07,2018020440,R,Dallas Stars,0,20182019
